qseqid	sseqid	pident	length	qcovs	mismatch	gapopen	qlen	qstart	qend	slen	sstart	send	sstrand	evalue	bitscore
PRJNA356769_ITS2_ASV1146	gITS7_2_fwd	89.474	19	6	2	0	295	35	53	19	1	19	plus	1.84e-04	30.2
PRJNA356769_ITS2_ASV1146	LR0B_2_rev	94.737	19	6	1	0	295	265	283	19	19	1	minus	1.84e-04	30.2
PRJNA356769_ITS2_ASV1147	ITS86F_2_fwd	100.000	21	6	0	0	353	35	55	21	1	21	plus	5.83e-08	42.1
PRJNA356769_ITS2_ASV1147	fITS7R_1_rev	94.737	19	5	1	0	353	35	53	19	19	1	minus	1.42e-05	34.2
PRJNA356769_ITS2_ASV1147	fITS7_2_fwd	94.737	19	5	1	0	353	35	53	19	1	19	plus	1.42e-05	34.2
PRJNA356769_ITS2_ASV1147	gITS7_2_fwd	89.474	19	5	2	0	353	35	53	19	1	19	plus	2.22e-04	30.2
PRJNA356769_ITS2_ASV1148	ITS86F_2_fwd	95.238	21	7	1	0	311	35	55	21	1	21	plus	1.25e-05	34.2
PRJNA356769_ITS2_ASV1148	fITS7R_1_rev	89.474	19	6	2	0	311	35	53	19	19	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV1151	ITS86F_2_fwd	100.000	21	7	0	0	303	35	55	21	1	21	plus	4.98e-08	42.1
PRJNA356769_ITS2_ASV1151	fITS7_2_fwd	94.737	19	6	1	0	303	35	53	19	1	19	plus	1.21e-05	34.2
PRJNA356769_ITS2_ASV1151	fITS7R_1_rev	94.737	19	6	1	0	303	35	53	19	19	1	minus	1.21e-05	34.2
PRJNA356769_ITS2_ASV1151	gITS7_2_fwd	89.474	19	6	2	0	303	35	53	19	1	19	plus	1.90e-04	30.2
PRJNA356769_ITS2_ASV1152	ITS86F_2_fwd	100.000	21	5	0	0	422	35	55	21	1	21	plus	7.00e-08	42.1
PRJNA356769_ITS2_ASV1152	fITS7R_1_rev	94.737	19	5	1	0	422	35	53	19	19	1	minus	1.71e-05	34.2
PRJNA356769_ITS2_ASV1152	fITS7_2_fwd	94.737	19	5	1	0	422	35	53	19	1	19	plus	1.71e-05	34.2
PRJNA356769_ITS2_ASV1152	gITS7_2_fwd	89.474	19	5	2	0	422	35	53	19	1	19	plus	2.66e-04	30.2
PRJNA356769_ITS2_ASV1152	LR0B_2_rev	100.000	14	3	0	0	422	392	405	19	19	6	minus	0.001	28.2
PRJNA356769_ITS2_ASV1153	ITS86F_2_fwd	100.000	21	7	0	0	317	35	55	21	1	21	plus	5.22e-08	42.1
PRJNA356769_ITS2_ASV1153	LR0B_2_rev	100.000	19	6	0	0	317	287	305	19	19	1	minus	8.15e-07	38.2
PRJNA356769_ITS2_ASV1153	fITS7R_1_rev	94.737	19	6	1	0	317	35	53	19	19	1	minus	1.27e-05	34.2
PRJNA356769_ITS2_ASV1153	fITS7_2_fwd	94.737	19	6	1	0	317	35	53	19	1	19	plus	1.27e-05	34.2
PRJNA356769_ITS2_ASV1153	ITS4-Seb_2_rev	94.118	17	5	1	0	317	295	311	19	17	1	minus	1.99e-04	30.2
PRJNA356769_ITS2_ASV1153	gITS7_2_fwd	89.474	19	6	2	0	317	35	53	19	1	19	plus	1.99e-04	30.2
PRJNA356769_ITS2_ASV1153	ITS4-Clav_2_rev	94.118	17	5	1	0	317	289	305	18	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV1155	ITS86F_2_fwd	100.000	21	7	0	0	302	35	55	21	1	21	plus	4.96e-08	42.1
PRJNA356769_ITS2_ASV1155	fITS7_2_fwd	94.737	19	6	1	0	302	35	53	19	1	19	plus	1.21e-05	34.2
PRJNA356769_ITS2_ASV1155	fITS7R_1_rev	94.737	19	6	1	0	302	35	53	19	19	1	minus	1.21e-05	34.2
PRJNA356769_ITS2_ASV1155	gITS7_2_fwd	89.474	19	6	2	0	302	35	53	19	1	19	plus	1.89e-04	30.2
PRJNA356769_ITS2_ASV1156	ITS86F_2_fwd	100.000	21	7	0	0	308	35	55	21	1	21	plus	5.07e-08	42.1
PRJNA356769_ITS2_ASV1156	fITS7_2_fwd	94.737	19	6	1	0	308	35	53	19	1	19	plus	1.23e-05	34.2
PRJNA356769_ITS2_ASV1156	fITS7R_1_rev	94.737	19	6	1	0	308	35	53	19	19	1	minus	1.23e-05	34.2
PRJNA356769_ITS2_ASV1156	gITS7_2_fwd	89.474	19	6	2	0	308	35	53	19	1	19	plus	1.93e-04	30.2
PRJNA356769_ITS2_ASV1158	ITS86F_2_fwd	100.000	21	7	0	0	319	35	55	21	1	21	plus	5.25e-08	42.1
PRJNA356769_ITS2_ASV1158	LR0B_2_rev	100.000	19	6	0	0	319	289	307	19	19	1	minus	8.20e-07	38.2
PRJNA356769_ITS2_ASV1158	fITS7R_1_rev	94.737	19	6	1	0	319	35	53	19	19	1	minus	1.28e-05	34.2
PRJNA356769_ITS2_ASV1158	fITS7_2_fwd	94.737	19	6	1	0	319	35	53	19	1	19	plus	1.28e-05	34.2
PRJNA356769_ITS2_ASV1158	ITS4-Seb_2_rev	94.118	17	5	1	0	319	297	313	19	17	1	minus	2.00e-04	30.2
PRJNA356769_ITS2_ASV1158	gITS7_2_fwd	89.474	19	6	2	0	319	35	53	19	1	19	plus	2.00e-04	30.2
PRJNA356769_ITS2_ASV1158	ITS4-Clav_2_rev	94.118	17	5	1	0	319	291	307	18	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV1160	ITS86F_2_fwd	95.238	21	7	1	0	316	36	56	21	1	21	plus	1.27e-05	34.2
PRJNA356769_ITS2_ASV1160	fITS7R_1_rev	94.737	19	6	1	0	316	36	54	19	19	1	minus	1.27e-05	34.2
PRJNA356769_ITS2_ASV1160	fITS7_2_fwd	94.737	19	6	1	0	316	36	54	19	1	19	plus	1.27e-05	34.2
PRJNA356769_ITS2_ASV1160	gITS7_2_fwd	89.474	19	6	2	0	316	36	54	19	1	19	plus	1.98e-04	30.2
PRJNA356769_ITS2_ASV1160	ITS4-Seb_2_rev	94.118	17	5	1	0	316	294	310	19	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV1161	ITS86F_2_fwd	100.000	21	6	0	0	358	35	55	21	1	21	plus	5.91e-08	42.1
PRJNA356769_ITS2_ASV1161	fITS7R_1_rev	94.737	19	5	1	0	358	35	53	19	19	1	minus	1.44e-05	34.2
PRJNA356769_ITS2_ASV1161	fITS7_2_fwd	94.737	19	5	1	0	358	35	53	19	1	19	plus	1.44e-05	34.2
PRJNA356769_ITS2_ASV1161	ITS4-Seb_2_rev	94.118	17	5	1	0	358	336	352	19	17	1	minus	2.25e-04	30.2
PRJNA356769_ITS2_ASV1161	gITS7_2_fwd	89.474	19	5	2	0	358	35	53	19	1	19	plus	2.25e-04	30.2
PRJNA356769_ITS2_ASV1162	ITS86F_2_fwd	100.000	21	7	0	0	309	35	55	21	1	21	plus	5.08e-08	42.1
PRJNA356769_ITS2_ASV1162	fITS7_2_fwd	94.737	19	6	1	0	309	35	53	19	1	19	plus	1.24e-05	34.2
PRJNA356769_ITS2_ASV1162	fITS7R_1_rev	94.737	19	6	1	0	309	35	53	19	19	1	minus	1.24e-05	34.2
PRJNA356769_ITS2_ASV1162	gITS7_2_fwd	89.474	19	6	2	0	309	35	53	19	1	19	plus	1.93e-04	30.2
PRJNA356769_ITS2_ASV1164	LR0B_2_rev	94.737	19	5	1	0	356	326	344	19	19	1	minus	2.24e-04	30.2
PRJNA356769_ITS2_ASV1164	ITS4-Seb_2_rev	94.118	17	5	1	0	356	334	350	19	17	1	minus	2.24e-04	30.2
PRJNA356769_ITS2_ASV1164	ITS86F_2_fwd	90.476	21	6	2	0	356	35	55	21	1	21	plus	0.003	26.3
PRJNA356769_ITS2_ASV1165	ITS86F_2_fwd	90.476	21	6	2	0	374	35	55	21	1	21	plus	0.004	26.3
PRJNA356769_ITS2_ASV1166	ITS86F_2_fwd	90.476	21	6	2	0	378	35	55	21	1	21	plus	0.004	26.3
PRJNA356769_ITS2_ASV1167	ITS86F_2_fwd	90.476	21	6	2	0	355	35	55	21	1	21	plus	0.003	26.3
PRJNA356769_ITS2_ASV1168	ITS86F_2_fwd	90.476	21	6	2	0	378	35	55	21	1	21	plus	0.004	26.3
PRJNA356769_ITS2_ASV1170	ITS4-Seb_2_rev	94.118	17	6	1	0	280	258	274	19	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV1171	ITS86F_2_fwd	100.000	21	7	0	0	288	35	55	21	1	21	plus	4.73e-08	42.1
PRJNA356769_ITS2_ASV1171	fITS7_2_fwd	94.737	19	7	1	0	288	35	53	19	1	19	plus	1.15e-05	34.2
PRJNA356769_ITS2_ASV1171	fITS7R_1_rev	94.737	19	7	1	0	288	35	53	19	19	1	minus	1.15e-05	34.2
PRJNA356769_ITS2_ASV1171	gITS7_2_fwd	89.474	19	7	2	0	288	35	53	19	1	19	plus	1.80e-04	30.2
PRJNA356769_ITS2_ASV1171	LR0B_2_rev	94.737	19	7	1	0	288	258	276	19	19	1	minus	1.80e-04	30.2
PRJNA356769_ITS2_ASV1172	ITS86F_2_fwd	100.000	21	5	0	0	392	35	55	21	1	21	plus	6.49e-08	42.1
PRJNA356769_ITS2_ASV1172	fITS7R_1_rev	94.737	19	5	1	0	392	35	53	19	19	1	minus	1.58e-05	34.2
PRJNA356769_ITS2_ASV1172	fITS7_2_fwd	94.737	19	5	1	0	392	35	53	19	1	19	plus	1.58e-05	34.2
PRJNA356769_ITS2_ASV1172	LR0B_2_rev	94.737	19	5	1	0	392	362	380	19	19	1	minus	2.47e-04	30.2
PRJNA356769_ITS2_ASV1172	gITS7_2_fwd	89.474	19	5	2	0	392	35	53	19	1	19	plus	2.47e-04	30.2
PRJNA356769_ITS2_ASV1172	ITS4-Seb_2_rev	94.118	17	4	1	0	392	370	386	19	17	1	minus	0.004	26.3
PRJNA356769_ITS2_ASV1173	ITS86F_2_fwd	100.000	21	6	0	0	353	35	55	21	1	21	plus	5.83e-08	42.1
PRJNA356769_ITS2_ASV1173	fITS7_2_fwd	94.737	19	5	1	0	353	35	53	19	1	19	plus	1.42e-05	34.2
PRJNA356769_ITS2_ASV1173	ITS4-Clav_2_rev	100.000	17	5	0	0	353	325	341	18	17	1	minus	1.42e-05	34.2
PRJNA356769_ITS2_ASV1173	fITS7R_1_rev	94.737	19	5	1	0	353	35	53	19	19	1	minus	1.42e-05	34.2
PRJNA356769_ITS2_ASV1173	gITS7_2_fwd	89.474	19	5	2	0	353	35	53	19	1	19	plus	2.22e-04	30.2
PRJNA356769_ITS2_ASV1173	LR0B_2_rev	94.737	19	5	1	0	353	323	341	19	19	1	minus	2.22e-04	30.2
PRJNA356769_ITS2_ASV1174	ITS86F_2_fwd	100.000	21	7	0	0	316	35	55	21	1	21	plus	5.20e-08	42.1
PRJNA356769_ITS2_ASV1174	fITS7R_1_rev	94.737	19	6	1	0	316	35	53	19	19	1	minus	1.27e-05	34.2
PRJNA356769_ITS2_ASV1174	fITS7_2_fwd	94.737	19	6	1	0	316	35	53	19	1	19	plus	1.27e-05	34.2
PRJNA356769_ITS2_ASV1174	gITS7_2_fwd	89.474	19	6	2	0	316	35	53	19	1	19	plus	1.98e-04	30.2
PRJNA356769_ITS2_ASV1174	ITS4-Seb_2_rev	94.118	17	5	1	0	316	294	310	19	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV1176	ITS86F_2_fwd	90.476	21	6	2	0	378	35	55	21	1	21	plus	0.004	26.3
PRJNA356769_ITS2_ASV1177	ITS86F_2_fwd	100.000	21	5	0	0	389	35	55	21	1	21	plus	6.44e-08	42.1
PRJNA356769_ITS2_ASV1177	fITS7R_1_rev	94.737	19	5	1	0	389	35	53	19	19	1	minus	1.57e-05	34.2
PRJNA356769_ITS2_ASV1177	fITS7_2_fwd	94.737	19	5	1	0	389	35	53	19	1	19	plus	1.57e-05	34.2
PRJNA356769_ITS2_ASV1177	LR0B_2_rev	94.737	19	5	1	0	389	359	377	19	19	1	minus	2.45e-04	30.2
PRJNA356769_ITS2_ASV1177	gITS7_2_fwd	89.474	19	5	2	0	389	35	53	19	1	19	plus	2.45e-04	30.2
PRJNA356769_ITS2_ASV1177	ITS4-Seb_2_rev	93.333	15	4	1	0	389	369	383	19	15	1	minus	0.004	26.3
PRJNA356769_ITS2_ASV1178	ITS86F_2_fwd	100.000	21	7	0	0	313	35	55	21	1	21	plus	5.15e-08	42.1
PRJNA356769_ITS2_ASV1178	fITS7_2_fwd	94.737	19	6	1	0	313	35	53	19	1	19	plus	1.26e-05	34.2
PRJNA356769_ITS2_ASV1178	fITS7R_1_rev	94.737	19	6	1	0	313	35	53	19	19	1	minus	1.26e-05	34.2
PRJNA356769_ITS2_ASV1178	gITS7_2_fwd	89.474	19	6	2	0	313	35	53	19	1	19	plus	1.96e-04	30.2
PRJNA356769_ITS2_ASV1180	ITS86F_2_fwd	100.000	21	7	0	0	305	35	55	21	1	21	plus	5.01e-08	42.1
PRJNA356769_ITS2_ASV1180	fITS7_2_fwd	94.737	19	6	1	0	305	35	53	19	1	19	plus	1.22e-05	34.2
PRJNA356769_ITS2_ASV1180	fITS7R_1_rev	94.737	19	6	1	0	305	35	53	19	19	1	minus	1.22e-05	34.2
PRJNA356769_ITS2_ASV1180	gITS7_2_fwd	89.474	19	6	2	0	305	35	53	19	1	19	plus	1.91e-04	30.2
PRJNA356769_ITS2_ASV1180	ITS4-Seb_2_rev	94.118	17	6	1	0	305	283	299	19	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV1181	ITS86F_2_fwd	100.000	21	6	0	0	381	35	55	21	1	21	plus	6.30e-08	42.1
PRJNA356769_ITS2_ASV1181	LR0B_2_rev	100.000	19	5	0	0	381	351	369	19	19	1	minus	9.84e-07	38.2
PRJNA356769_ITS2_ASV1181	fITS7R_1_rev	94.737	19	5	1	0	381	35	53	19	19	1	minus	1.54e-05	34.2
PRJNA356769_ITS2_ASV1181	fITS7_2_fwd	94.737	19	5	1	0	381	35	53	19	1	19	plus	1.54e-05	34.2
PRJNA356769_ITS2_ASV1181	gITS7_2_fwd	89.474	19	5	2	0	381	35	53	19	1	19	plus	2.40e-04	30.2
PRJNA356769_ITS2_ASV1181	ITS4-Clav_2_rev	94.118	17	4	1	0	381	353	369	18	17	1	minus	0.004	26.3
PRJNA356769_ITS2_ASV1182	ITS86F_2_fwd	100.000	21	5	0	0	438	35	55	21	1	21	plus	7.27e-08	42.1
PRJNA356769_ITS2_ASV1182	fITS7R_1_rev	94.737	19	4	1	0	438	35	53	19	19	1	minus	1.77e-05	34.2
PRJNA356769_ITS2_ASV1182	fITS7_2_fwd	94.737	19	4	1	0	438	35	53	19	1	19	plus	1.77e-05	34.2
PRJNA356769_ITS2_ASV1182	gITS7_2_fwd	89.474	19	4	2	0	438	35	53	19	1	19	plus	2.77e-04	30.2
PRJNA356769_ITS2_ASV1182	LR0B_2_rev	100.000	14	3	0	0	438	408	421	19	19	6	minus	0.001	28.2
PRJNA356769_ITS2_ASV1183	ITS86F_2_fwd	100.000	21	7	0	0	304	35	55	21	1	21	plus	5.00e-08	42.1
PRJNA356769_ITS2_ASV1183	fITS7R_1_rev	94.737	19	6	1	0	304	35	53	19	19	1	minus	1.22e-05	34.2
PRJNA356769_ITS2_ASV1183	fITS7_2_fwd	94.737	19	6	1	0	304	35	53	19	1	19	plus	1.22e-05	34.2
PRJNA356769_ITS2_ASV1183	gITS7_2_fwd	89.474	19	6	2	0	304	35	53	19	1	19	plus	1.90e-04	30.2
PRJNA356769_ITS2_ASV1184	ITS86F_2_fwd	100.000	21	7	0	0	302	35	55	21	1	21	plus	4.96e-08	42.1
PRJNA356769_ITS2_ASV1184	fITS7_2_fwd	94.737	19	6	1	0	302	35	53	19	1	19	plus	1.21e-05	34.2
PRJNA356769_ITS2_ASV1184	fITS7R_1_rev	94.737	19	6	1	0	302	35	53	19	19	1	minus	1.21e-05	34.2
PRJNA356769_ITS2_ASV1184	gITS7_2_fwd	89.474	19	6	2	0	302	35	53	19	1	19	plus	1.89e-04	30.2
PRJNA356769_ITS2_ASV1185	ITS86F_2_fwd	100.000	21	10	0	0	201	28	48	21	1	21	plus	3.58e-08	42.1
PRJNA356769_ITS2_ASV1185	fITS7_2_fwd	94.737	19	9	1	0	201	28	46	19	1	19	plus	8.74e-06	34.2
PRJNA356769_ITS2_ASV1185	fITS7R_1_rev	94.737	19	9	1	0	201	28	46	19	19	1	minus	8.74e-06	34.2
PRJNA356769_ITS2_ASV1185	gITS7_2_fwd	89.474	19	9	2	0	201	28	46	19	1	19	plus	1.36e-04	30.2
PRJNA356769_ITS2_ASV1186	ITS4-Russ_2_rev	100.000	13	3	0	0	399	379	391	17	13	1	minus	0.004	26.3
PRJNA356769_ITS2_ASV1187	ITS86F_2_fwd	90.476	21	6	2	0	355	35	55	21	1	21	plus	0.003	26.3
PRJNA356769_ITS2_ASV1188	ITS86F_2_fwd	100.000	21	5	0	0	451	31	51	21	1	21	plus	7.49e-08	42.1
PRJNA356769_ITS2_ASV1188	fITS7_2_fwd	94.737	19	4	1	0	451	31	49	19	1	19	plus	1.83e-05	34.2
PRJNA356769_ITS2_ASV1188	fITS7R_1_rev	94.737	19	4	1	0	451	31	49	19	19	1	minus	1.83e-05	34.2
PRJNA356769_ITS2_ASV1188	gITS7_2_fwd	89.474	19	4	2	0	451	31	49	19	1	19	plus	2.85e-04	30.2
PRJNA356769_ITS2_ASV1191	LR0B_2_rev	94.737	19	5	1	0	357	327	345	19	19	1	minus	2.24e-04	30.2
PRJNA356769_ITS2_ASV1191	ITS4-Seb_2_rev	94.118	17	5	1	0	357	335	351	19	17	1	minus	2.24e-04	30.2
PRJNA356769_ITS2_ASV1191	ITS86F_2_fwd	90.476	21	6	2	0	357	35	55	21	1	21	plus	0.004	26.3
PRJNA356769_ITS2_ASV1193	ITS86F_2_fwd	100.000	21	7	0	0	288	35	55	21	1	21	plus	4.73e-08	42.1
PRJNA356769_ITS2_ASV1193	fITS7R_1_rev	94.737	19	7	1	0	288	35	53	19	19	1	minus	1.15e-05	34.2
PRJNA356769_ITS2_ASV1193	fITS7_2_fwd	94.737	19	7	1	0	288	35	53	19	1	19	plus	1.15e-05	34.2
PRJNA356769_ITS2_ASV1193	LR0B_2_rev	94.737	19	7	1	0	288	258	276	19	19	1	minus	1.80e-04	30.2
PRJNA356769_ITS2_ASV1193	gITS7_2_fwd	89.474	19	7	2	0	288	35	53	19	1	19	plus	1.80e-04	30.2
PRJNA356769_ITS2_ASV1196	ITS86F_2_fwd	90.476	21	6	2	0	336	35	55	21	1	21	plus	0.003	26.3
PRJNA356769_ITS2_ASV1197	ITS86F_2_fwd	90.476	21	6	2	0	378	35	55	21	1	21	plus	0.004	26.3
PRJNA356769_ITS2_ASV1198	ITS86F_2_fwd	100.000	21	6	0	0	344	35	55	21	1	21	plus	5.68e-08	42.1
PRJNA356769_ITS2_ASV1198	LR0B_2_rev	100.000	19	6	0	0	344	314	332	19	19	1	minus	8.86e-07	38.2
PRJNA356769_ITS2_ASV1198	fITS7R_1_rev	94.737	19	6	1	0	344	35	53	19	19	1	minus	1.38e-05	34.2
PRJNA356769_ITS2_ASV1198	fITS7_2_fwd	94.737	19	6	1	0	344	35	53	19	1	19	plus	1.38e-05	34.2
PRJNA356769_ITS2_ASV1198	ITS4-Seb_2_rev	94.118	17	5	1	0	344	322	338	19	17	1	minus	2.16e-04	30.2
PRJNA356769_ITS2_ASV1198	gITS7_2_fwd	89.474	19	6	2	0	344	35	53	19	1	19	plus	2.16e-04	30.2
PRJNA356769_ITS2_ASV1198	ITS4-Clav_2_rev	94.118	17	5	1	0	344	316	332	18	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV1199	ITS86F_2_fwd	95.238	21	7	1	0	317	35	55	21	1	21	plus	1.27e-05	34.2
PRJNA356769_ITS2_ASV1199	fITS7R_1_rev	89.474	19	6	2	0	317	35	53	19	19	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV1203	ITS86F_2_fwd	100.000	21	7	0	0	307	35	55	21	1	21	plus	5.05e-08	42.1
PRJNA356769_ITS2_ASV1203	fITS7R_1_rev	94.737	19	6	1	0	307	35	53	19	19	1	minus	1.23e-05	34.2
PRJNA356769_ITS2_ASV1203	fITS7_2_fwd	94.737	19	6	1	0	307	35	53	19	1	19	plus	1.23e-05	34.2
PRJNA356769_ITS2_ASV1203	gITS7_2_fwd	89.474	19	6	2	0	307	35	53	19	1	19	plus	1.92e-04	30.2
PRJNA356769_ITS2_ASV1204	ITS86F_2_fwd	90.476	21	6	2	0	355	35	55	21	1	21	plus	0.003	26.3
PRJNA356769_ITS2_ASV1206	ITS86F_2_fwd	90.476	21	5	2	0	383	35	55	21	1	21	plus	0.004	26.3
PRJNA356769_ITS2_ASV1207	ITS86F_2_fwd	95.238	21	6	1	0	357	35	55	21	1	21	plus	1.44e-05	34.2
PRJNA356769_ITS2_ASV1207	fITS7R_1_rev	89.474	19	5	2	0	357	35	53	19	19	1	minus	0.004	26.3
PRJNA356769_ITS2_ASV1208	ITS86F_2_fwd	100.000	21	7	0	0	311	35	55	21	1	21	plus	5.12e-08	42.1
PRJNA356769_ITS2_ASV1208	fITS7R_1_rev	94.737	19	6	1	0	311	35	53	19	19	1	minus	1.25e-05	34.2
PRJNA356769_ITS2_ASV1208	fITS7_2_fwd	94.737	19	6	1	0	311	35	53	19	1	19	plus	1.25e-05	34.2
PRJNA356769_ITS2_ASV1208	gITS7_2_fwd	89.474	19	6	2	0	311	35	53	19	1	19	plus	1.95e-04	30.2
PRJNA356769_ITS2_ASV1208	ITS4-Seb_2_rev	94.118	17	5	1	0	311	289	305	19	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV1210	ITS86F_2_fwd	90.476	21	6	2	0	352	35	55	21	1	21	plus	0.003	26.3
PRJNA356769_ITS2_ASV1211	ITS86F_2_fwd	100.000	21	7	0	0	311	35	55	21	1	21	plus	5.12e-08	42.1
PRJNA356769_ITS2_ASV1211	fITS7_2_fwd	94.737	19	6	1	0	311	35	53	19	1	19	plus	1.25e-05	34.2
PRJNA356769_ITS2_ASV1211	fITS7R_1_rev	94.737	19	6	1	0	311	35	53	19	19	1	minus	1.25e-05	34.2
PRJNA356769_ITS2_ASV1211	gITS7_2_fwd	89.474	19	6	2	0	311	35	53	19	1	19	plus	1.95e-04	30.2
PRJNA356769_ITS2_ASV1212	ITS86F_2_fwd	100.000	21	6	0	0	350	35	55	21	1	21	plus	5.78e-08	42.1
PRJNA356769_ITS2_ASV1212	LR0B_2_rev	100.000	19	5	0	0	350	320	338	19	19	1	minus	9.02e-07	38.2
PRJNA356769_ITS2_ASV1212	fITS7R_1_rev	94.737	19	5	1	0	350	35	53	19	19	1	minus	1.41e-05	34.2
PRJNA356769_ITS2_ASV1212	fITS7_2_fwd	94.737	19	5	1	0	350	35	53	19	1	19	plus	1.41e-05	34.2
PRJNA356769_ITS2_ASV1212	ITS4-Seb_2_rev	94.118	17	5	1	0	350	328	344	19	17	1	minus	2.20e-04	30.2
PRJNA356769_ITS2_ASV1212	gITS7_2_fwd	89.474	19	5	2	0	350	35	53	19	1	19	plus	2.20e-04	30.2
PRJNA356769_ITS2_ASV1212	ITS4-Clav_2_rev	94.118	17	5	1	0	350	322	338	18	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV1214	ITS86F_2_fwd	100.000	21	5	0	0	422	35	55	21	1	21	plus	7.00e-08	42.1
PRJNA356769_ITS2_ASV1214	fITS7R_1_rev	94.737	19	5	1	0	422	35	53	19	19	1	minus	1.71e-05	34.2
PRJNA356769_ITS2_ASV1214	fITS7_2_fwd	94.737	19	5	1	0	422	35	53	19	1	19	plus	1.71e-05	34.2
PRJNA356769_ITS2_ASV1214	gITS7_2_fwd	89.474	19	5	2	0	422	35	53	19	1	19	plus	2.66e-04	30.2
PRJNA356769_ITS2_ASV1214	LR0B_2_rev	100.000	14	3	0	0	422	392	405	19	19	6	minus	0.001	28.2
PRJNA356769_ITS2_ASV1215	ITS86F_2_fwd	90.476	21	6	2	0	356	35	55	21	1	21	plus	0.003	26.3
PRJNA356769_ITS2_ASV1216	ITS86F_2_fwd	100.000	21	6	0	0	355	35	55	21	1	21	plus	5.86e-08	42.1
PRJNA356769_ITS2_ASV1216	fITS7R_1_rev	94.737	19	5	1	0	355	35	53	19	19	1	minus	1.43e-05	34.2
PRJNA356769_ITS2_ASV1216	fITS7_2_fwd	94.737	19	5	1	0	355	35	53	19	1	19	plus	1.43e-05	34.2
PRJNA356769_ITS2_ASV1216	gITS7_2_fwd	89.474	19	5	2	0	355	35	53	19	1	19	plus	2.23e-04	30.2
PRJNA356769_ITS2_ASV1217	ITS86F_2_fwd	100.000	21	6	0	0	381	35	55	21	1	21	plus	6.30e-08	42.1
PRJNA356769_ITS2_ASV1217	fITS7R_1_rev	94.737	19	5	1	0	381	35	53	19	19	1	minus	1.54e-05	34.2
PRJNA356769_ITS2_ASV1217	fITS7_2_fwd	94.737	19	5	1	0	381	35	53	19	1	19	plus	1.54e-05	34.2
PRJNA356769_ITS2_ASV1217	LR0B_2_rev	94.737	19	5	1	0	381	351	369	19	19	1	minus	2.40e-04	30.2
PRJNA356769_ITS2_ASV1217	gITS7_2_fwd	89.474	19	5	2	0	381	35	53	19	1	19	plus	2.40e-04	30.2
PRJNA356769_ITS2_ASV1217	ITS4-Seb_2_rev	94.118	17	4	1	0	381	359	375	19	17	1	minus	0.004	26.3
PRJNA356769_ITS2_ASV1219	ITS86F_2_fwd	100.000	21	6	0	0	374	35	55	21	1	21	plus	6.18e-08	42.1
PRJNA356769_ITS2_ASV1219	LR0B_2_rev	100.000	19	5	0	0	374	344	362	19	19	1	minus	9.65e-07	38.2
PRJNA356769_ITS2_ASV1219	fITS7R_1_rev	94.737	19	5	1	0	374	35	53	19	19	1	minus	1.51e-05	34.2
PRJNA356769_ITS2_ASV1219	fITS7_2_fwd	94.737	19	5	1	0	374	35	53	19	1	19	plus	1.51e-05	34.2
PRJNA356769_ITS2_ASV1219	gITS7_2_fwd	89.474	19	5	2	0	374	35	53	19	1	19	plus	2.35e-04	30.2
PRJNA356769_ITS2_ASV1219	ITS4-Clav_2_rev	94.118	17	5	1	0	374	346	362	18	17	1	minus	0.004	26.3
PRJNA356769_ITS2_ASV1220	ITS86F_2_fwd	100.000	21	7	0	0	298	35	55	21	1	21	plus	4.90e-08	42.1
PRJNA356769_ITS2_ASV1220	fITS7R_1_rev	94.737	19	6	1	0	298	35	53	19	19	1	minus	1.19e-05	34.2
PRJNA356769_ITS2_ASV1220	fITS7_2_fwd	94.737	19	6	1	0	298	35	53	19	1	19	plus	1.19e-05	34.2
PRJNA356769_ITS2_ASV1220	gITS7_2_fwd	89.474	19	6	2	0	298	35	53	19	1	19	plus	1.86e-04	30.2
PRJNA356769_ITS2_ASV1220	ITS4-Seb_2_rev	94.118	17	6	1	0	298	276	292	19	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV1221	ITS86F_2_fwd	100.000	21	7	0	0	300	35	55	21	1	21	plus	4.93e-08	42.1
PRJNA356769_ITS2_ASV1221	fITS7R_1_rev	94.737	19	6	1	0	300	35	53	19	19	1	minus	1.20e-05	34.2
PRJNA356769_ITS2_ASV1221	fITS7_2_fwd	94.737	19	6	1	0	300	35	53	19	1	19	plus	1.20e-05	34.2
PRJNA356769_ITS2_ASV1221	gITS7_2_fwd	89.474	19	6	2	0	300	35	53	19	1	19	plus	1.88e-04	30.2
PRJNA356769_ITS2_ASV1222	ITS86F_2_fwd	100.000	21	6	0	0	352	35	55	21	1	21	plus	5.81e-08	42.1
